0.31538 0.621044 0.451817 0.534185 -0.686597 0.575616 -0.248189 0.18688 
0.946663 0.0707614 0.956401 0.894155 0.00348315 -0.00262548 0.00426118 0.00175523 
0.39324 0.410328 0.562303 0.477211 -0.484171 -0.357999 0.519498 -0.463727 
0.971739 0.927341 0.0325221 0.973274 0.000673646 0.000262018 -0.000585384 0.00071233 
0.542477 0.586373 0.460742 0.537816 0.093391 0.673087 -0.549801 0.358163 
0.388218 0.878473 0.78927 0.423044 -0.0868204 0.333966 0.211365 -0.0560242 
0.883197 0.364719 0.231127 0.866215 0.113448 -0.0333013 -0.0562805 0.0994247 
0.520397 0.428038 0.551423 0.344798 -0.393894 0.37323 -0.346136 0.792293 
0.533672 0.503173 0.483676 0.513454 -0.800757 -0.291232 0.196644 -0.291436 
0.456768 0.544279 0.501363 0.468782 -0.325618 0.12695 0.240337 -0.373779 
0.503102 0.507822 0.471752 0.545205 0.123328 0.225544 -0.52309 0.851884 
0.459797 0.528617 0.494457 0.50576 0.00403136 0.0287435 0.33495 -0.403558 
0.481291 0.495341 0.517572 0.505545 0.517948 0.133257 0.711673 0.0940075 
0.43702 0.513013 0.526108 0.569093 -0.469026 -0.218784 0.334746 0.836879 
0.494381 0.470934 0.506995 0.462789 -0.230602 -6.56924e-05 0.307595 -0.00348154 
0.429878 0.532019 0.521594 0.413443 0.270068 -0.162715 -0.0335657 0.457565 
0.465066 0.506986 0.494529 0.452785 -0.013307 -0.210537 0.363054 0.956498 
0.502016 0.489932 0.471305 0.499834 0.0738772 0.506998 -0.802211 -0.423466 
0.596068 0.549488 0.466234 0.487913 -0.437239 -0.54539 -0.11791 -0.0752642 
0.469198 0.537992 0.536436 0.521871 0.792988 0.627858 -0.360052 -0.249544 
0.481191 0.395119 0.521653 0.528065 -0.352292 -0.840916 0.208046 0.291275 
0.477834 0.511242 0.47439 0.420091 0.281446 -0.209949 0.313802 0.975476 
0.0619706 0.188235 0.0587037 0.0279234 -0.00329125 -0.00108355 -0.00347441 -0.00730431 
0.495059 0.570498 0.584784 0.587482 0.2455 0.229688 0.226744 0.526459 
0.433738 0.480017 0.643834 0.570848 -0.103806 -0.252662 0.469615 0.42239 
0.496955 0.4418 0.69479 0.379064 0.0395939 0.206295 -0.484734 0.379384 
0.597026 0.434794 0.545878 0.546665 0.494849 -0.180512 0.299895 -0.0785163 
0.568427 0.480678 0.473137 0.555481 -0.266518 0.147677 0.176988 -0.391355 
0.379943 0.510086 0.491028 0.60846 0.737975 -0.0965161 0.262238 -0.421372 
0.54561 0.517228 0.457681 0.538531 -0.139792 -0.27736 0.339515 0.107204 
0.539869 0.601163 0.578621 0.597536 -0.456336 -0.591024 -0.280712 -0.373049 
0.513448 0.4877 0.450147 0.742295 -0.050458 0.0463709 -0.303368 0.817029 
0.541995 0.438696 0.488896 0.448305 0.552028 -0.0928948 -0.0303362 -0.727905 
0.45903 0.525011 0.509282 0.492385 -0.0635558 -0.144566 0.848018 -0.413483 
0.265984 0.487537 0.874871 0.85429 -0.0825081 -0.000608982 0.17078 0.14819 
0.74311 0.49041 0.395041 0.402411 0.657803 0.0457189 -0.382402 -0.368145 
0.49219 0.539719 0.496027 0.487401 -0.226047 0.929745 -0.363052 0.347275 
0.487369 0.524184 0.487962 0.489787 -0.0823972 0.26602 -0.900216 0.530477 
0.44597 0.467857 0.489014 0.515926 -0.71867 -0.770233 0.0460754 0.321736 
0.448571 0.464357 0.498615 0.498272 0.383047 0.956369 0.137694 -0.116368 
0.0654924 0.130272 0.123598 0.125382 -0.0215342 -0.010826 -0.0114106 -0.0112482 
0.607694 0.700686 0.59471 0.60363 0.380787 0.572635 0.396554 0.344957 
0.366291 0.528069 0.550013 0.484744 0.963256 -0.0560026 -0.0660443 0.293398 
0.431596 0.44998 0.494474 0.466781 0.707663 0.0981308 0.0974687 0.541278 
0.424687 0.641045 0.614709 0.342558 -0.371345 0.491603 0.408323 -0.501101 
0.88456 0.220903 0.11295 0.863627 0.0362947 -0.0189671 -0.0370951 0.0307237 
0.456064 0.385789 0.508136 0.429092 0.31067 0.417071 0.270631 0.465748 
0.86974 0.880193 0.126913 0.839411 -0.0260455 -0.028318 0.0267324 -0.0211266 
0.49065 0.391522 0.653366 0.702485 -0.0769567 -0.335408 0.452905 0.522883 
0.944449 0.952776 0.045981 0.0442713 0.0010254 0.0012062 -0.00123881 -0.00128665 
0.195724 0.475874 0.47865 0.48935 -0.909817 -0.143429 -0.167537 0.0666402 
