0.524294 0.701732 0.4757 0.0830972 0.811193 -0.0831178 
0.533253 0.744986 0.235057 -0.0928694 -0.464389 0.502926 
0.0705483 0.0708564 0.923856 0.0242789 0.0241734 -0.0224946 
0.465078 0.568329 0.299993 0.216658 -0.5758 0.835327 
0.453869 0.530085 0.525975 -0.743073 0.7374 0.747179 
0.80803 0.140755 0.129834 0.0822366 -0.112159 -0.121594 
0.262806 0.191872 0.493101 0.383825 0.525059 0.0123432 
0.979233 0.969219 0.986066 -0.00193002 -0.00130213 -0.0028765 
0.5012 0.671136 0.51208 0.209266 0.951878 0.399003 
0.48935 0.1515 0.50615 -0.0809167 -0.863524 0.0732623 
0.209045 0.213088 0.236851 0.227116 0.222806 0.200453 
0.803421 0.843062 0.726585 -0.193092 -0.241865 -0.138829 
0.496888 0.492098 0.584248 -0.541791 0.451593 0.629929 
0.6178 0.512056 0.564477 0.758927 -0.213452 0.558538 
0.315127 0.466511 0.176114 -0.354947 -0.0495771 -0.616178 
0.912382 0.253856 0.750913 0.284545 -0.0982101 0.10009 
0.834113 0.22276 0.852247 0.148111 -0.110296 0.166288 
0.944506 0.062778 0.956005 0.0124287 -0.0109866 0.0156771 
0.560535 0.670844 0.495151 0.65899 0.878067 0.00267844 
0.476666 0.514192 0.784271 -0.17576 0.150013 0.921286 
0.521944 0.541159 0.48412 0.00977222 -0.941659 0.252104 
0.309977 0.449563 0.425911 -0.756198 -0.345225 -0.523456 
0.754296 0.17882 0.245538 -0.197582 0.271484 0.197715 
0.639173 0.504366 0.495313 0.988502 -0.317159 0.29916 
0.471548 0.575322 0.316795 0.251389 -0.585818 0.814852 
0.945425 0.186145 0.88057 -0.100041 0.0293303 -0.0457146 
0.583999 0.770672 0.139539 0.0990407 0.271192 -0.409202 
0.833729 0.134467 0.749316 0.151689 -0.187567 0.100611 
0.559971 0.514735 0.465956 -0.83402 -0.390937 0.536355 
0.599419 0.436629 0.725434 0.508542 -0.307623 0.737765 
0.520854 0.524073 0.369134 0.110715 0.585029 -0.971789 
0.507426 0.438297 0.502466 0.0947273 1 0.284989 
0.226365 0.121578 0.917454 -0.0451609 -0.0840847 0.123844 
0.929514 0.551654 0.488175 0.799591 0.109904 0.0751219 
0.536298 0.569159 0.496135 -0.712591 -0.902316 -0.181487 
